10000000+0i,1.00000000813999-2.51313669128238e-11i,134916.772592303-97883.6396168471i,NaN+0i,Inf+0i,134916.773688064+0i,97883.6404170094+0i,134916.771496542+0i,97883.6388166849+0i,NaN+0i,0+0i,NaN+0i,0+0i
10978437.6705925+0i,1.00000000981081-3.36400073707449e-11i,134916.942728285-97855.1554363638i,NaN+0i,Inf+0i,134916.944048637+0i,97855.1564009407+0i,134916.941407932+0i,97855.1544717869+0i,NaN+0i,0+0i,NaN+0i,0+0i
12052609.3687084+0i,1.0000000118246-4.49562807432318e-11i,134917.147839938-97823.8846294572i,NaN+0i,Inf+0i,134917.149430881+0i,97823.8857922508+0i,134917.146248994+0i,97823.8834666637+0i,NaN+0i,0+0i,NaN+0i,0+0i
13231882.0722365+0i,1.00000001425175-6.00371833666169e-11i,134917.395110413-97789.5546603957i,NaN+0i,Inf+0i,134917.397027351+0i,97789.5560621676+0i,134917.393193476+0i,97789.5532586238+0i,NaN+0i,0+0i,NaN+0i,0+0i
14526539.2594678+0i,1.00000001717709-8.01038469358245e-11i,134917.693197084-97751.8663700298i,NaN+0i,Inf+0i,134917.695506747+0i,97751.8680599301+0i,134917.69088742+0i,97751.8646801296+0i,NaN+0i,0+0i,NaN+0i,0+0i
15947870.5829482+0i,1.00000002070292-1.06796962508512e-10i,134918.052533912-97710.4913789258i,NaN+0i,Inf+0i,134918.055316675+0i,97710.4934162275+0i,134918.049751149+0i,97710.4893416242+0i,NaN+0i,0+0i,NaN+0i,0+0i
17508270.3173572+0i,1.0000000249525-1.42271788816071e-10i,134918.485695729-97665.069243551i,NaN+0i,Inf+0i,134918.489048386+0i,97665.0716997333+0i,134918.482343071+0i,97665.0667873688+0i,NaN+0i,0+0i,NaN+0i,0+0i
19221345.4398991+0i,1.00000003007432-1.89415724458897e-10i,134919.007837014-97615.2043444425i,NaN+0i,Inf+0i,134919.011876121+0i,97615.2073057091+0i,134919.003797906+0i,97615.2013831759+0i,NaN+0i,0+0i,NaN+0i,0+0i
21102034.285686+0i,1.00000003624752-2.52028418466751e-10i,134919.63722049-97560.4624728603i,NaN+0i,Inf+0i,134919.642086403+0i,97560.4660431883+0i,134919.632354576+0i,97560.4589025324+0i,NaN+0i,0+0i,NaN+0i,0+0i
23166736.8128109+0i,1.00000004368786-3.35172397684744e-10i,134920.395853793-97500.3670917421i,NaN+0i,Inf+0i,134920.401715497+0i,97500.3713965458+0i,134920.38999209+0i,97500.3627869387+0i,NaN+0i,0+0i,NaN+0i,0+0i
25433457.6130465+0i,1.00000005265545-4.45530378008074e-10i,134921.310256134-97434.3952471148i,NaN+0i,Inf+0i,134921.317317066+0i,97434.4004376781+0i,134921.303195202+0i,97434.3900565517+0i,NaN+0i,0+0i,NaN+0i,0+0i
27921962.9152487+0i,1.00000006346383-5.91977578129729e-10i,134922.41238146-97361.9730913455i,NaN+0i,Inf+0i,134922.420886517+0i,97361.97935018+0i,134922.403876404+0i,97361.9668325114+0i,NaN+0i,0+0i,NaN+0i,0+0i
30653952.9505653+0i,1.00000007649095-7.86266802795591e-10i,134923.74072968-97282.4709945487i,NaN+0i,Inf+0i,134923.750973635+0i,97282.4785418629+0i,134923.730485727+0i,97282.4634472351+0i,NaN+0i,0+0i,NaN+0i,0+0i
33653251.1825056+0i,1.00000009219214-1.04395947647925e-09i,134925.341684081-97195.1982023965i,NaN+0i,Inf+0i,134925.354021669+0i,97195.2073038866+0i,134925.329346493+0i,97195.1891009072+0i,NaN+0i,0+0i,NaN+0i,0+0i
36946012.051993+0i,1.00000011111647-1.38568246006613e-09i,134927.27112034-97099.3970119379i,NaN+0i,Inf+0i,134927.285978434+0i,97099.4079882468+0i,134927.256262248+0i,97099.3860356302+0i,NaN+0i,0+0i,NaN+0i,0+0i
40560949.0489764+0i,1.00000013392564-1.83875655646604e-09i,134929.596341701-96994.23642556i,NaN+0i,Inf+0i,134929.614233885+0i,96994.2496636778+0i,134929.57844952+0i,96994.223187444+0i,NaN+0i,0+0i,NaN+0i,0+0i
44529585.0994266+0i,1.00000016141718-2.4393600483778e-09i,134932.398405299-96878.805250992i,NaN+0i,Inf+0i,134932.419949384+0i,96878.8212180439+0i,134932.376861218+0i,96878.7892839427+0i,NaN+0i,0+0i,NaN+0i,0+0i
48886527.4511399+0i,1.00000019455253-3.23542387341518e-09i,134935.774917251-96752.1046128881i,NaN+0i,Inf+0i,134935.800856313+0i,96752.1238728291+0i,134935.748978194+0i,96752.0853529509+0i,NaN+0i,0+0i,NaN+0i,0+0i
53669769.4554048+0i,1.00000023449043-4.29041836026996e-09i,134939.843388749-96613.0398470523i,NaN+0i,Inf+0i,134939.87461634+0i,96613.0630808335+0i,134939.812161165+0i,96613.0166132767+0i,NaN+0i,0+0i,NaN+0i,0+0i
58921021.876123+0i,1.00000028262776-5.68841224167477e-09i,134944.745262648-96460.4117522387i,NaN+0i,Inf+0i,134944.782853072+0i,96460.4397822501+0i,134944.707672234+0i,96460.3837222355+0i,NaN+0i,0+0i,NaN+0i,0+0i
64686076.6154632+0i,1.00000034064824-7.54075028605533e-09i,134950.650739825-96292.9071867566i,NaN+0i,Inf+0i,134950.695984406+0i,96292.9410063956+0i,134950.605495258+0i,96292.8733671294+0i,NaN+0i,0+0i,NaN+0i,0+0i
71015206.0278033+0i,1.00000041058176-9.99490353440806e-09i,134957.764557616-96109.0890064389i,NaN+0i,Inf+0i,134957.819008211+0i,96109.1298159672+0i,134957.710107043+0i,96109.0481969279+0i,NaN+0i,0+0i,NaN+0i,0+0i
77963601.3040524+0i,1.00000049487511-1.32462049727713e-08i,134966.332898393-95907.3853645769i,NaN+0i,Inf+0i,134966.398419462+0i,95907.4346145463+0i,134966.267377355+0i,95907.3361146327+0i,NaN+0i,0+0i,NaN+0i,0+0i
85591853.7491462+0i,1.00000059647819-1.75533922573482e-08i,134976.651635318-95686.0784191862i,NaN+0i,Inf+0i,134976.730466332+0i,95686.1378631433+0i,134976.572804351+0i,95686.018975266+0i,NaN+0i,0+0i,NaN+0i,0+0i
93966483.1495469+0i,1.00000071894744-2.32592296219348e-08i,134989.07615391-95443.2925294715i,NaN+0i,Inf+0i,134989.170984023+0i,95443.364287924+0i,134988.981323863+0i,95443.2207710727+0i,NaN+0i,0+0i,NaN+0i,0+0i
103160517.838208+0i,1.00000086657066-3.0817837821534e-08i,135004.033020972-95176.9820783787i,NaN+0i,Inf+0i,135004.147078357+0i,95177.068716491+0i,135003.918963683+0i,95176.8954403449+0i,NaN+0i,0+0i,NaN+0i,0+0i
113254131.515281+0i,1.0000010445182-4.08309868084594e-08i,135022.033805998-94884.9191203226i,NaN+0i,Inf+0i,135022.170964725+0i,94885.0237424305+0i,135021.89664741+0i,94884.8144983295+0i,NaN+0i,0+0i,NaN+0i,0+0i
124335342.37776+0i,1.00000125902473-5.40962405815602e-08i,135043.691390393-94564.6811462046i,NaN+0i,Inf+0i,135043.856298147+0i,94564.8075108332+0i,135043.52648284+0i,94564.554781744+0i,NaN+0i,0+0i,NaN+0i,0+0i
136500780.654601+0i,1.00000151760929-7.16709318917492e-08i,135069.739123017-94213.6393742617i,NaN+0i,Inf+0i,135069.937353729+0i,94213.7920343302+0i,135069.540892596+0i,94213.486714439+0i,NaN+0i,0+0i,NaN+0i,0+0i
149856531.240376+0i,1.00000182934089-9.49571970442348e-08i,135101.053190138-93828.9481197176i,NaN+0i,Inf+0i,135101.291426285+0i,93829.1325936662+0i,135100.81495441+0i,93828.7636461291+0i,NaN+0i,0+0i,NaN+0i,0+0i
164519058.775366+0i,1.00000220515955-1.2581511824065e-07i,135138.678552658-93407.5359890219i,NaN+0i,Inf+0i,135138.964802926+0i,93407.758970031+0i,135138.392302993+0i,93407.3130085404+0i,NaN+0i,0+0i,NaN+0i,0+0i
180616223.23899+0i,1.00000265826477-1.66713429844344e-07i,135183.858750169-92946.0998766062i,NaN+0i,Inf+0i,135184.202609295+0i,92946.369488914+0i,135183.514891911+0i,92945.8302650723+0i,NaN+0i,0+0i,NaN+0i,0+0i
198288394.912708+0i,1.00000320458484-2.20930484502836e-07i,135238.069759527-92441.1030232398i,NaN+0i,Inf+0i,135238.482718337+0i,92441.429136809+0i,135237.656801968+0i,92440.7769108068+0i,NaN+0i,0+0i,NaN+0i,0+0i
217689678.435099+0i,1.00000386334612-2.92822738340258e-07i,135303.057896526-91888.7787365135i,NaN+0i,Inf+0i,135303.553711946+0i,91889.1733544824+0i,135302.562082906+0i,91888.3841202143+0i,NaN+0i,0+0i,NaN+0i,0+0i
238989256.623105+0i,1.00000465776169-3.88183980157349e-07i,135380.881429268-91285.1417490523i,NaN+0i,Inf+0i,135381.476565722+0i,91285.619486178+0i,135380.286295401+0i,91284.6640143827+0i,NaN+0i,0+0i,NaN+0i,0+0i
262372865.777799+0i,1.00000561586679-5.14727110372815e-07i,135473.955082311-90626.0096085436i,NaN+0i,Inf+0i,135474.669238332+0i,90626.5882842587+0i,135473.240930003+0i,90625.4309364459+0i,NaN+0i,0+0i,NaN+0i,0+0i
288044415.33963+0i,1.00000677153294-6.8273198026779e-07i,135585.095900969-89907.0368945414i,NaN+0i,Inf+0i,135585.952637504+0i,89907.7382712847+0i,135584.239169757+0i,89906.3355231324+0i,NaN+0i,0+0i,NaN+0i,0+0i
316227766.016838+0i,1.00000816569861-9.0591905027541e-07i,135717.567953118-89123.7654003457i,NaN+0i,Inf+0i,135718.595442957+0i,89124.6161072835+0i,135716.540470898+0i,89122.9147012853+0i,NaN+0i,0+0i,NaN+0i,0+0i
347168681.892656+0i,1.00000984786566-1.20263205575408e-06i,135875.12201737-88271.6935923755i,NaN+0i,Inf+0i,135876.353938949+0i,88272.7262879325+0i,135873.89010668+0i,88270.6609084697+0i,NaN+0i,0+0i,NaN+0i,0+0i
381136973.534027+0i,1.00001187791748-1.59744550254019e-06i,136062.024705118-87346.3685187162i,NaN+0i,Inf+0i,136063.501307556+0i,87347.6233633429+0i,136060.548118215+0i,87345.1136913531+0i,NaN+0i,0+0i,NaN+0i,0+0i
418428850.790158+0i,1.00001432832872-2.1233604621723e-06i,136283.069394546-86343.5026959186i,NaN+0i,Inf+0i,136284.838764782+0i,86345.0292320889+0i,136281.300046419+0i,86341.9761853776+0i,NaN+0i,0+0i,NaN+0i,0+0i
459369505.797739+0i,1.00001728684848-2.82482119221752e-06i,136543.559010355-85259.1170908691i,NaN+0i,Inf+0i,136545.678576409+0i,85260.9766634465+0i,136541.439475688+0i,85257.2575564244+0i,NaN+0i,0+0i,NaN+0i,0+0i
504315948.717135+0i,1.00002085974578-3.76188591527042e-06i,136849.248274028-84089.7088832269i,NaN+0i,Inf+0i,136851.786578666+0i,84091.9777844369+0i,136846.710013802+0i,84087.4400388931+0i,NaN+0i,0+0i,NaN+0i,0+0i
553660120.92768+0i,1.00002517571688-5.01603679684222e-06i,137206.230965761-82832.4389906189i,NaN+0i,Inf+0i,137209.269740424+0i,82835.212588155+0i,137203.192253687+0i,82829.6654781503+0i,NaN+0i,0+0i,NaN+0i,0+0i
607832312.829724+0i,1.00003039053566-6.698340053301e-06i,137620.756556964-81485.3292758578i,NaN+0i,Inf+0i,137624.393109028+0i,81488.7274892886+0i,137617.120092652+0i,81481.931190055+0i,NaN+0i,0+0i,NaN+0i,0+0i
667304916.057319+0i,1.00003669248186-8.96101226382106e-06i,138098.961033567-80047.4530992775i,NaN+0i,Inf+0i,138103.310920982+0i,80051.6277454821+0i,138094.611268349+0i,80043.2786452223+0i,NaN+0i,0+0i,NaN+0i,0+0i
732596542.821523+0i,1.00004430845062-1.20139782695104e-05i,138646.499602037-78519.0960412357i,NaN+0i,Inf+0i,138651.699486905+0i,78524.240796759+0i,138641.299885755+0i,78513.9515761249+0i,NaN+0i,0+0i,NaN+0i,0+0i
804276548.305763+0i,1.00005351033795-1.61488227024537e-05i,139268.074791178-76901.8573281086i,NaN+0i,Inf+0i,139274.285198467+0i,76908.2213879315+0i,139261.864613433+0i,76895.4937090922+0i,NaN+0i,0+0i,NaN+0i,0+0i
882969995.549408+0i,1.00006462063739-2.17738047527975e-05i,139966.862161639-75198.658355981i,NaN+0i,Inf+0i,139974.26954858+0i,75206.5653523434+0i,139959.455081197+0i,75190.7520318107+0i,NaN+0i,0+0i,NaN+0i,0+0i
969363106.11425+0i,1.00007801476717-2.94655553843556e-05i,140743.846332154-73413.6244697893i,NaN+0i,Inf+0i,140752.663257338+0i,73423.4989122083+0i,140735.029803864+0i,73403.7510574262+0i,NaN+0i,0+0i,NaN+0i,0+0i
1064209244.06473+0i,1.00009411468961-4.0046016435751e-05i,141597.090007537-71551.8110840637i,NaN+0i,Inf+0i,141607.55100871+0i,71564.2155599483+0i,141586.629494167+0i,71539.408194375+0i,NaN+0i,0+0i,NaN+0i,0+0i
1168335485.44329+0i,1.0001133622076-5.46973707388147e-05i,142520.964765697-69618.7552492245i,NaN+0i,Inf+0i,142533.313294026+0i,69634.4429070578+0i,142508.616779223+0i,69603.070044903+0i,NaN+0i,0+0i,NaN+0i,0+0i
1282649830.52806+0i,1.00013614748428-7.51328594352526e-05i,143505.370811216-67619.8467041438i,NaN+0i,Inf+0i,143519.828233995+0i,67639.8349450133+0i,143490.913855227+0i,67599.8622702971+0i,NaN+0i,0+0i,NaN+0i,0+0i
1408149121.76483+0i,1.0001626419215-0.000103844873769503i,144534.960832805-65559.52376036i,NaN+0i,Inf+0i,144551.66025609+0i,65585.1957020402+0i,144518.261460252+0i,65533.8577271969+0i,NaN+0i,0+0i,NaN+0i,0+0i
1545927736.41948+0i,1.00019243170752-0.000144443039470624i,145588.3595676-63440.302510049i,NaN+0i,Inf+0i,145607.211874107+0i,63473.5396609539+0i,145569.506089542+0i,63407.0744765249+0i,NaN+0i,0+0i,NaN+0i,0+0i
1697187129.75214+0i,1.00022375026205-0.000202039846769472i,146637.33718171-61261.6351709879i,NaN+0i,Inf+0i,146657.770032947+0i,61304.9690630459+0i,146616.900150882+0i,61218.3151009015+0i,NaN+0i,0+0i,NaN+0i,0+0i
1863246311.93156+0i,1.00025196015253-0.000283442146046765i,147645.854563857-59018.5564234366i,NaN+0i,Inf+0i,147666.327089605+0i,59075.2758057878+0i,147625.371128151+0i,58961.8571329162+0i,NaN+0i,0+0i,NaN+0i,0+0i
2045553350.0502+0i,1.00026686306687-0.000396339387555959i,148568.856299039-56700.0045238317i,NaN+0i,Inf+0i,148586.031394605+0i,56774.0193504461+0i,148551.656469009+0i,56626.0162589227+0i,NaN+0i,0+0i,NaN+0i,0+0i
2245697995.53977+0i,1.00024907497127-0.000545477523836478i,149350.646959827-54286.5780802841i,NaN+0i,Inf+0i,149358.23435974+0i,54381.5669292471+0i,149343.009663066+0i,54191.6170497108+0i,NaN+0i,0+0i,NaN+0i,0+0i
2465425547.10079+0i,1.0001689047405-0.000722823707815867i,149922.656625868-51747.2705261229i,NaN+0i,Inf+0i,149910.575119329+0i,51864.3785359706+0i,149934.651466005+0i,51630.1736243423+0i,NaN+0i,0+0i,NaN+0i,0+0i
2706652070.03324+0i,0.999997630775019-0.000893563006899364i,150200.408823545-49034.3269077788i,NaN+0i,Inf+0i,150156.237704392+0i,49168.4242633725+0i,150244.460187173+0i,48900.1898717154+0i,NaN+0i,0+0i,NaN+0i,0+0i
2971481104.684+0i,0.999737527413191-0.000997651365263118i,150079.642446742-46074.6048097805i,NaN+0i,Inf+0i,149994.284262369+0i,46212.2386492551+0i,150164.885573596+0i,45936.8497704626+0i,NaN+0i,0+0i,NaN+0i,0+0i
3262222009.71167+0i,0.999440560165092-0.000989522461255381i,149432.131908633-42754.2925339021i,NaN+0i,Inf+0i,149306.22728865+0i,42878.2405305022+0i,149557.984094063+0i,42630.1505537689+0i,NaN+0i,0+0i,NaN+0i,0+0i
3581410100.12546+0i,0.999172694916364-0.000878071748588071i,148103.902341462-38890.7403500708i,NaN+0i,Inf+0i,147947.226369765+0i,38988.6116953745+0i,148260.621837843+0i,38792.650243361+0i,NaN+0i,0+0i,NaN+0i,0+0i
3931828755.70577+0i,0.998963572502753-0.000708186680707597i,145926.07971743-34179.3455345142i,NaN+0i,Inf+0i,145750.632558582+0i,34247.2640269881+0i,146101.660616124+0i,34111.2321033535+0i,NaN+0i,0+0i,NaN+0i,0+0i
