4316533692.5959+0i,0.998803093184588-0.000516995928910162i,142774.601366299-28096.9149921411i,NaN+0i,Inf+0i,142589.18748219+0i,28137.0994907531+0i,142960.216564715+0i,28056.5862614946+0i,NaN+0i,0+0i,NaN+0i,0+0i
4738879609.71765+0i,0.998664887265692-0.000316053579331301i,138795.638990175-19770.053359471i,NaN+0i,Inf+0i,138604.082768965+0i,19787.5249679712+0i,138987.445746496+0i,19752.4976909623+0i,NaN+0i,0+0i,NaN+0i,0+0i
5202549442.37269+0i,0.998521348050613-9.24077954364505e-05i,135039.865693324-8088.53955606672i,NaN+0i,Inf+0i,134839.441288563+0i,8089.05815756921+0i,135240.586845097+0i,8088.00161093148+0i,NaN+0i,0+0i,NaN+0i,0+0i
5711586478.12642+0i,0.998347785916277+0.000195109992696797i,134056.04209423+6852.79760674036i,NaN+0i,Inf+0i,133833.215764183+0i,-6867.63099141557+0i,134279.234278105+0i,-6837.89605448528+0i,NaN+0i,0+0i,NaN+0i,0+0i
6270429615.031+0i,0.998132292560015+0.000643961079212787i,137413.53320862+21842.3993852621i,NaN+0i,Inf+0i,137142.819275211+0i,-21890.0931405666+0i,137684.722761714+0i,-21794.4414229975+0i,NaN+0i,0+0i,NaN+0i,0+0i
6883952069.64551+0i,0.997959647845457+0.00148954232615483i,142701.110571246+33935.3576059238i,NaN+0i,Inf+0i,142359.401901329+0i,-34078.6768701025+0i,143043.302756363+0i,-33791.2345702553+0i,NaN+0i,0+0i,NaN+0i,0+0i
7557503872.39494+0i,0.99851819681249+0.00306573999638344i,146778.518274144+43411.1198899676i,NaN+0i,Inf+0i,146427.934191373+0i,-43796.7779282242+0i,147128.433486893+0i,-43023.8151933139+0i,NaN+0i,0+0i,NaN+0i,0+0i
8296958520.83492+0i,1.0011577560692+0.00367288341219646i,147691.861618303+51778.2323362697i,NaN+0i,Inf+0i,147672.677356802+0i,-52380.6338876637+0i,147708.816030246+0i,-51176.4652128368+0i,NaN+0i,0+0i,NaN+0i,0+0i
9108764197.64773+0i,1.00257487116078+0.00176007636511961i,143823.23738871+60490.5707808104i,NaN+0i,Inf+0i,144087.095670969+0i,-60899.4660878959+0i,143559.341580948+0i,-60083.1889063389+0i,NaN+0i,0+0i,NaN+0i,0+0i
10000000000+0i,1.00243071115858+0.000525793597896208i,134941.732823254+72792.2777608614i,NaN+0i,Inf+0i,135231.463485363+0i,-73040.1662618807+0i,134652.57507771+0i,-72545.1420127541+0i,NaN+0i,0+0i,NaN+0i,0+0i
